compton,up,1,1,1.00,Mon May 28 2018 13:56:07 GMT+0800 (+08),2018-05-28 13:56:07
menlo,up,1,1,1.00,Mon May 28 2018 13:56:07 GMT+0800 (+08),2018-05-28 13:56:07
orange,up,1,1,1.00,Mon May 28 2018 13:56:07 GMT+0800 (+08),2018-05-28 13:56:07
perks,down,1,0,0,Mon May 28 2018 13:56:07 GMT+0800 (+08),2018-05-28 13:56:07
cambrige,down,1,0,0,Mon May 28 2018 13:56:07 GMT+0800 (+08),2018-05-28 13:56:07
sudo,down,1,0,0,Mon May 28 2018 13:56:07 GMT+0800 (+08),2018-05-28 13:56:07
compton,up,1,1,1.00,Mon May 28 2018 13:56:21 GMT+0800 (+08),2018-05-28 13:56:21
menlo,up,1,1,1.00,Mon May 28 2018 13:56:21 GMT+0800 (+08),2018-05-28 13:56:21
orange,up,1,1,1.00,Mon May 28 2018 13:56:21 GMT+0800 (+08),2018-05-28 13:56:21
perks,down,1,0,0,Mon May 28 2018 13:56:21 GMT+0800 (+08),2018-05-28 13:56:21
cambrige,down,1,0,0,Mon May 28 2018 13:56:21 GMT+0800 (+08),2018-05-28 13:56:21
sudo,down,1,0,0,Mon May 28 2018 13:56:21 GMT+0800 (+08),2018-05-28 13:56:21
compton,up,1,1,1.00,Mon May 28 2018 13:56:22 GMT+0800 (+08),2018-05-28 13:56:22
menlo,up,1,1,1.00,Mon May 28 2018 13:56:22 GMT+0800 (+08),2018-05-28 13:56:22
orange,up,1,1,1.00,Mon May 28 2018 13:56:22 GMT+0800 (+08),2018-05-28 13:56:22
perks,down,1,0,0,Mon May 28 2018 13:56:22 GMT+0800 (+08),2018-05-28 13:56:22
cambrige,down,1,0,0,Mon May 28 2018 13:56:22 GMT+0800 (+08),2018-05-28 13:56:22
sudo,down,1,0,0,Mon May 28 2018 13:56:22 GMT+0800 (+08),2018-05-28 13:56:22
compton,up,1,1,1.00,Mon May 28 2018 13:56:23 GMT+0800 (+08),2018-05-28 13:56:23
menlo,up,1,1,1.00,Mon May 28 2018 13:56:23 GMT+0800 (+08),2018-05-28 13:56:23
orange,up,1,1,1.00,Mon May 28 2018 13:56:23 GMT+0800 (+08),2018-05-28 13:56:23
perks,down,1,0,0,Mon May 28 2018 13:56:23 GMT+0800 (+08),2018-05-28 13:56:23
cambrige,down,1,0,0,Mon May 28 2018 13:56:23 GMT+0800 (+08),2018-05-28 13:56:23
sudo,down,1,0,0,Mon May 28 2018 13:56:23 GMT+0800 (+08),2018-05-28 13:56:23
compton,up,1,1,1.00,Mon May 28 2018 13:56:24 GMT+0800 (+08),2018-05-28 13:56:24
menlo,up,1,1,1.00,Mon May 28 2018 13:56:24 GMT+0800 (+08),2018-05-28 13:56:24
orange,up,1,1,1.00,Mon May 28 2018 13:56:24 GMT+0800 (+08),2018-05-28 13:56:24
perks,down,1,0,0,Mon May 28 2018 13:56:24 GMT+0800 (+08),2018-05-28 13:56:24
sudo,down,1,0,0,Mon May 28 2018 13:56:24 GMT+0800 (+08),2018-05-28 13:56:24
cambrige,down,1,0,0,Mon May 28 2018 13:56:24 GMT+0800 (+08),2018-05-28 13:56:24
compton,up,1,1,1.00,Mon May 28 2018 13:56:24 GMT+0800 (+08),2018-05-28 13:56:24
menlo,up,1,1,1.00,Mon May 28 2018 13:56:24 GMT+0800 (+08),2018-05-28 13:56:24
orange,up,1,1,1.00,Mon May 28 2018 13:56:24 GMT+0800 (+08),2018-05-28 13:56:24
perks,down,1,0,0,Mon May 28 2018 13:56:24 GMT+0800 (+08),2018-05-28 13:56:24
cambrige,down,1,0,0,Mon May 28 2018 13:56:24 GMT+0800 (+08),2018-05-28 13:56:24
sudo,down,1,0,0,Mon May 28 2018 13:56:24 GMT+0800 (+08),2018-05-28 13:56:24
compton,up,1,1,1.00,Mon May 28 2018 13:56:25 GMT+0800 (+08),2018-05-28 13:56:25
menlo,up,1,1,1.00,Mon May 28 2018 13:56:25 GMT+0800 (+08),2018-05-28 13:56:25
orange,up,1,1,1.00,Mon May 28 2018 13:56:25 GMT+0800 (+08),2018-05-28 13:56:25
perks,down,1,0,0,Mon May 28 2018 13:56:25 GMT+0800 (+08),2018-05-28 13:56:25
cambrige,down,1,0,0,Mon May 28 2018 13:56:25 GMT+0800 (+08),2018-05-28 13:56:25
sudo,down,1,0,0,Mon May 28 2018 13:56:25 GMT+0800 (+08),2018-05-28 13:56:25
compton,up,1,1,1.00,Mon May 28 2018 13:56:26 GMT+0800 (+08),2018-05-28 13:56:26
menlo,up,1,1,1.00,Mon May 28 2018 13:56:26 GMT+0800 (+08),2018-05-28 13:56:26
orange,up,1,1,1.00,Mon May 28 2018 13:56:26 GMT+0800 (+08),2018-05-28 13:56:26
perks,down,1,0,0,Mon May 28 2018 13:56:26 GMT+0800 (+08),2018-05-28 13:56:26
cambrige,down,1,0,0,Mon May 28 2018 13:56:26 GMT+0800 (+08),2018-05-28 13:56:26
sudo,down,1,0,0,Mon May 28 2018 13:56:26 GMT+0800 (+08),2018-05-28 13:56:26
compton,up,1,1,1.00,Mon May 28 2018 13:56:27 GMT+0800 (+08),2018-05-28 13:56:27
menlo,up,1,1,1.00,Mon May 28 2018 13:56:27 GMT+0800 (+08),2018-05-28 13:56:27
orange,up,1,1,1.00,Mon May 28 2018 13:56:27 GMT+0800 (+08),2018-05-28 13:56:27
perks,down,1,0,0,Mon May 28 2018 13:56:27 GMT+0800 (+08),2018-05-28 13:56:27
cambrige,down,1,0,0,Mon May 28 2018 13:56:27 GMT+0800 (+08),2018-05-28 13:56:27
sudo,down,1,0,0,Mon May 28 2018 13:56:27 GMT+0800 (+08),2018-05-28 13:56:27
compton,up,1,1,1.00,Mon May 28 2018 13:56:29 GMT+0800 (+08),2018-05-28 13:56:29
menlo,up,1,1,1.00,Mon May 28 2018 13:56:29 GMT+0800 (+08),2018-05-28 13:56:29
orange,up,1,1,1.00,Mon May 28 2018 13:56:29 GMT+0800 (+08),2018-05-28 13:56:29
perks,down,1,0,0,Mon May 28 2018 13:56:29 GMT+0800 (+08),2018-05-28 13:56:29
cambrige,down,1,0,0,Mon May 28 2018 13:56:29 GMT+0800 (+08),2018-05-28 13:56:29
sudo,down,1,0,0,Mon May 28 2018 13:56:29 GMT+0800 (+08),2018-05-28 13:56:29
compton,up,1,1,1.00,Mon May 28 2018 13:56:30 GMT+0800 (+08),2018-05-28 13:56:30
menlo,up,1,1,1.00,Mon May 28 2018 13:56:30 GMT+0800 (+08),2018-05-28 13:56:30
orange,up,1,1,1.00,Mon May 28 2018 13:56:30 GMT+0800 (+08),2018-05-28 13:56:30
perks,down,1,0,0,Mon May 28 2018 13:56:30 GMT+0800 (+08),2018-05-28 13:56:30
cambrige,down,1,0,0,Mon May 28 2018 13:56:30 GMT+0800 (+08),2018-05-28 13:56:30
sudo,down,1,0,0,Mon May 28 2018 13:56:30 GMT+0800 (+08),2018-05-28 13:56:30
compton,up,1,1,1.00,Mon May 28 2018 13:56:31 GMT+0800 (+08),2018-05-28 13:56:31
menlo,up,1,1,1.00,Mon May 28 2018 13:56:31 GMT+0800 (+08),2018-05-28 13:56:31
orange,up,1,1,1.00,Mon May 28 2018 13:56:31 GMT+0800 (+08),2018-05-28 13:56:31
perks,down,1,0,0,Mon May 28 2018 13:56:31 GMT+0800 (+08),2018-05-28 13:56:31
cambrige,down,1,0,0,Mon May 28 2018 13:56:31 GMT+0800 (+08),2018-05-28 13:56:31
sudo,down,1,0,0,Mon May 28 2018 13:56:31 GMT+0800 (+08),2018-05-28 13:56:31
compton,up,1,1,1.00,Mon May 28 2018 13:56:32 GMT+0800 (+08),2018-05-28 13:56:32
menlo,up,1,1,1.00,Mon May 28 2018 13:56:32 GMT+0800 (+08),2018-05-28 13:56:32
orange,up,1,1,1.00,Mon May 28 2018 13:56:32 GMT+0800 (+08),2018-05-28 13:56:32
perks,down,1,0,0,Mon May 28 2018 13:56:32 GMT+0800 (+08),2018-05-28 13:56:32
cambrige,down,1,0,0,Mon May 28 2018 13:56:32 GMT+0800 (+08),2018-05-28 13:56:32
sudo,down,1,0,0,Mon May 28 2018 13:56:32 GMT+0800 (+08),2018-05-28 13:56:32
compton,up,1,1,1.00,Mon May 28 2018 13:56:33 GMT+0800 (+08),2018-05-28 13:56:33
menlo,up,1,1,1.00,Mon May 28 2018 13:56:33 GMT+0800 (+08),2018-05-28 13:56:33
orange,up,1,1,1.00,Mon May 28 2018 13:56:33 GMT+0800 (+08),2018-05-28 13:56:33
perks,down,1,0,0,Mon May 28 2018 13:56:33 GMT+0800 (+08),2018-05-28 13:56:33
cambrige,down,1,0,0,Mon May 28 2018 13:56:33 GMT+0800 (+08),2018-05-28 13:56:33
sudo,down,1,0,0,Mon May 28 2018 13:56:33 GMT+0800 (+08),2018-05-28 13:56:33
compton,up,1,1,1.00,Mon May 28 2018 13:56:34 GMT+0800 (+08),2018-05-28 13:56:34
menlo,up,1,1,1.00,Mon May 28 2018 13:56:34 GMT+0800 (+08),2018-05-28 13:56:34
orange,up,1,1,1.00,Mon May 28 2018 13:56:34 GMT+0800 (+08),2018-05-28 13:56:34
perks,down,1,0,0,Mon May 28 2018 13:56:34 GMT+0800 (+08),2018-05-28 13:56:34
cambrige,down,1,0,0,Mon May 28 2018 13:56:34 GMT+0800 (+08),2018-05-28 13:56:34
sudo,down,1,0,0,Mon May 28 2018 13:56:34 GMT+0800 (+08),2018-05-28 13:56:34
compton,up,1,1,1.00,Mon May 28 2018 13:56:35 GMT+0800 (+08),2018-05-28 13:56:35
menlo,up,1,1,1.00,Mon May 28 2018 13:56:35 GMT+0800 (+08),2018-05-28 13:56:35
orange,up,1,1,1.00,Mon May 28 2018 13:56:35 GMT+0800 (+08),2018-05-28 13:56:35
perks,down,1,0,0,Mon May 28 2018 13:56:35 GMT+0800 (+08),2018-05-28 13:56:35
cambrige,down,1,0,0,Mon May 28 2018 13:56:35 GMT+0800 (+08),2018-05-28 13:56:35
sudo,down,1,0,0,Mon May 28 2018 13:56:35 GMT+0800 (+08),2018-05-28 13:56:35
compton,up,1,1,1.00,Mon May 28 2018 13:56:36 GMT+0800 (+08),2018-05-28 13:56:36
menlo,up,1,1,1.00,Mon May 28 2018 13:56:36 GMT+0800 (+08),2018-05-28 13:56:36
orange,up,1,1,1.00,Mon May 28 2018 13:56:36 GMT+0800 (+08),2018-05-28 13:56:36
perks,down,1,0,0,Mon May 28 2018 13:56:36 GMT+0800 (+08),2018-05-28 13:56:36
cambrige,down,1,0,0,Mon May 28 2018 13:56:36 GMT+0800 (+08),2018-05-28 13:56:36
sudo,down,1,0,0,Mon May 28 2018 13:56:36 GMT+0800 (+08),2018-05-28 13:56:36
compton,up,1,1,1.00,Mon May 28 2018 13:56:37 GMT+0800 (+08),2018-05-28 13:56:37
menlo,up,1,1,1.00,Mon May 28 2018 13:56:37 GMT+0800 (+08),2018-05-28 13:56:37
orange,up,1,1,1.00,Mon May 28 2018 13:56:37 GMT+0800 (+08),2018-05-28 13:56:37
perks,down,1,0,0,Mon May 28 2018 13:56:37 GMT+0800 (+08),2018-05-28 13:56:37
cambrige,down,1,0,0,Mon May 28 2018 13:56:37 GMT+0800 (+08),2018-05-28 13:56:37
sudo,down,1,0,0,Mon May 28 2018 13:56:37 GMT+0800 (+08),2018-05-28 13:56:37
menlo,up,1,1,1.00,Mon May 28 2018 13:56:38 GMT+0800 (+08),2018-05-28 13:56:38
compton,up,1,1,1.00,Mon May 28 2018 13:56:38 GMT+0800 (+08),2018-05-28 13:56:38
orange,up,1,1,1.00,Mon May 28 2018 13:56:38 GMT+0800 (+08),2018-05-28 13:56:38
perks,down,1,0,0,Mon May 28 2018 13:56:38 GMT+0800 (+08),2018-05-28 13:56:38
cambrige,down,1,0,0,Mon May 28 2018 13:56:38 GMT+0800 (+08),2018-05-28 13:56:38
