compton,up,1,1,1.00,Sun Apr 01 2018 00:00:02 GMT+0800 (+08),2018-04-01 00:00:02
menlo,up,1,1,1.00,Sun Apr 01 2018 00:00:02 GMT+0800 (+08),2018-04-01 00:00:02
orange,up,1,1,1.00,Sun Apr 01 2018 00:00:02 GMT+0800 (+08),2018-04-01 00:00:02
perks,down,1,0,0,Sun Apr 01 2018 00:00:02 GMT+0800 (+08),2018-04-01 00:00:02
cambrige,down,1,0,0,Sun Apr 01 2018 00:00:02 GMT+0800 (+08),2018-04-01 00:00:02
sudo,down,1,0,0,Sun Apr 01 2018 00:00:02 GMT+0800 (+08),2018-04-01 00:00:02
compton,up,1,1,1.00,Sun Apr 01 2018 01:00:02 GMT+0800 (+08),2018-04-01 01:00:02
cambrige,down,1,0,0,Sun Apr 01 2018 01:00:02 GMT+0800 (+08),2018-04-01 01:00:02
sudo,down,1,0,0,Sun Apr 01 2018 01:00:02 GMT+0800 (+08),2018-04-01 01:00:02
perks,down,1,0,0,Sun Apr 01 2018 01:00:02 GMT+0800 (+08),2018-04-01 01:00:02
orange,up,1,1,1.00,Sun Apr 01 2018 01:00:02 GMT+0800 (+08),2018-04-01 01:00:02
menlo,up,1,1,1.00,Sun Apr 01 2018 01:00:02 GMT+0800 (+08),2018-04-01 01:00:02
compton,up,1,1,1.00,Sun Apr 01 2018 02:00:02 GMT+0800 (+08),2018-04-01 02:00:02
menlo,up,1,1,1.00,Sun Apr 01 2018 02:00:02 GMT+0800 (+08),2018-04-01 02:00:02
orange,up,1,1,1.00,Sun Apr 01 2018 02:00:02 GMT+0800 (+08),2018-04-01 02:00:02
perks,down,1,0,0,Sun Apr 01 2018 02:00:02 GMT+0800 (+08),2018-04-01 02:00:02
cambrige,down,1,0,0,Sun Apr 01 2018 02:00:02 GMT+0800 (+08),2018-04-01 02:00:02
sudo,down,1,0,0,Sun Apr 01 2018 02:00:02 GMT+0800 (+08),2018-04-01 02:00:02
compton,up,1,1,1.00,Sun Apr 01 2018 03:00:03 GMT+0800 (+08),2018-04-01 03:00:03
menlo,up,1,1,1.00,Sun Apr 01 2018 03:00:03 GMT+0800 (+08),2018-04-01 03:00:03
orange,up,1,1,1.00,Sun Apr 01 2018 03:00:03 GMT+0800 (+08),2018-04-01 03:00:03
perks,down,1,0,0,Sun Apr 01 2018 03:00:03 GMT+0800 (+08),2018-04-01 03:00:03
cambrige,down,1,0,0,Sun Apr 01 2018 03:00:03 GMT+0800 (+08),2018-04-01 03:00:03
sudo,down,1,0,0,Sun Apr 01 2018 03:00:03 GMT+0800 (+08),2018-04-01 03:00:03
compton,up,1,1,1.00,Sun Apr 01 2018 04:00:02 GMT+0800 (+08),2018-04-01 04:00:02
menlo,up,1,1,1.00,Sun Apr 01 2018 04:00:02 GMT+0800 (+08),2018-04-01 04:00:02
orange,up,1,1,1.00,Sun Apr 01 2018 04:00:02 GMT+0800 (+08),2018-04-01 04:00:02
perks,down,1,0,0,Sun Apr 01 2018 04:00:02 GMT+0800 (+08),2018-04-01 04:00:02
cambrige,down,1,0,0,Sun Apr 01 2018 04:00:02 GMT+0800 (+08),2018-04-01 04:00:02
sudo,down,1,0,0,Sun Apr 01 2018 04:00:02 GMT+0800 (+08),2018-04-01 04:00:02
compton,up,1,1,1.00,Sun Apr 01 2018 05:00:02 GMT+0800 (+08),2018-04-01 05:00:02
menlo,up,1,1,1.00,Sun Apr 01 2018 05:00:02 GMT+0800 (+08),2018-04-01 05:00:02
orange,up,1,1,1.00,Sun Apr 01 2018 05:00:02 GMT+0800 (+08),2018-04-01 05:00:02
perks,down,1,0,0,Sun Apr 01 2018 05:00:02 GMT+0800 (+08),2018-04-01 05:00:02
cambrige,down,1,0,0,Sun Apr 01 2018 05:00:02 GMT+0800 (+08),2018-04-01 05:00:02
sudo,down,1,0,0,Sun Apr 01 2018 05:00:02 GMT+0800 (+08),2018-04-01 05:00:02
compton,up,1,1,1.00,Sun Apr 01 2018 06:00:02 GMT+0800 (+08),2018-04-01 06:00:02
menlo,up,1,1,1.00,Sun Apr 01 2018 06:00:02 GMT+0800 (+08),2018-04-01 06:00:02
orange,up,1,1,1.00,Sun Apr 01 2018 06:00:02 GMT+0800 (+08),2018-04-01 06:00:02
perks,down,1,0,0,Sun Apr 01 2018 06:00:02 GMT+0800 (+08),2018-04-01 06:00:02
cambrige,down,1,0,0,Sun Apr 01 2018 06:00:02 GMT+0800 (+08),2018-04-01 06:00:02
sudo,down,1,0,0,Sun Apr 01 2018 06:00:02 GMT+0800 (+08),2018-04-01 06:00:02
orange,up,1,1,1.00,Sun Apr 01 2018 07:00:02 GMT+0800 (+08),2018-04-01 07:00:02
cambrige,down,1,0,0,Sun Apr 01 2018 07:00:02 GMT+0800 (+08),2018-04-01 07:00:02
sudo,down,1,0,0,Sun Apr 01 2018 07:00:02 GMT+0800 (+08),2018-04-01 07:00:02
